"YEAR";"AGE_first";"SP";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
1989;"AD";"AEGCAU";"Court";0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;"Terrestre"
1990;"AD";"AEGCAU";"Court";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325;"Terrestre"
1991;"AD";"AEGCAU";"Court";0,00624999999999998;0,0625;0,125;0,1875;0,24375;"Terrestre"
1992;"AD";"AEGCAU";"Court";0,0125;0,125;0,25;0,375;0,4875;"Terrestre"
1993;"AD";"AEGCAU";"Court";0,00735294117647056;0,0735294117647059;0,147058823529412;0,220588235294118;0,286764705882353;"Terrestre"
1994;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1995;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1997;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1998;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2000;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2002;"AD";"AEGCAU";"Court";0,285714285714286;0,285714285714286;0,285714285714286;0,285714285714286;0,285714285714286;"Terrestre"
2003;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2004;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2005;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2006;"AD";"AEGCAU";"Court";0;0;0;0;0,1125;"Terrestre"
2007;"AD";"AEGCAU";"Court";0;0;0;0;0,2625;"Terrestre"
2008;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2009;"AD";"AEGCAU";"Court";0;0;0,125;0,3125;0,48125;"Terrestre"
2010;"AD";"AEGCAU";"Court";0;0;0,0833333333333333;0,175;0,1975;"Terrestre"
2011;"AD";"AEGCAU";"Court";0;0;0,125;0,270833333333333;0,327083333333333;"Terrestre"
2012;"AD";"AEGCAU";"Court";0;0;0,111111111111111;0,142857142857143;0,152747252747253;"Terrestre"
2013;"AD";"AEGCAU";"Court";0;0;0,0769230769230769;0,208333333333333;0,320833333333333;"Terrestre"
2014;"AD";"AEGCAU";"Court";0;0;0;0;0,0800000000000001;"Terrestre"
2015;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2016;"AD";"AEGCAU";"Court";0;0;0;0,3;0,4875;"Terrestre"
2017;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2018;"AD";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2019;"AD";"AEGCAU";"Court";0;0;0;0,0833333333333333;0,158333333333333;"Terrestre"
2020;"AD";"AEGCAU";"Court";0;0;0;0,166666666666667;0,316666666666667;"Terrestre"
2021;"AD";"AEGCAU";"Court";0,00624999999999998;0,0625;0,125;0,1875;0,24375;"Terrestre"
1989;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1990;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1991;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1992;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1993;"JUV";"AEGCAU";"Court";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325;"Terrestre"
1994;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1995;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1997;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1998;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2000;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2002;"JUV";"AEGCAU";"Court";0,00416666666666665;0,0416666666666667;0,0833333333333333;0,125;0,1625;"Terrestre"
2003;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2004;"JUV";"AEGCAU";"Court";0,125;0,125;0,125;0,125;0,125;"Terrestre"
2005;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2006;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2007;"JUV";"AEGCAU";"Court";0;0,0147058823529412;0,0781922525107604;0,160753880266075;0,241477272727273;"Terrestre"
2008;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2009;"JUV";"AEGCAU";"Court";0;0;0;0,0833333333333333;0,308333333333333;"Terrestre"
2010;"JUV";"AEGCAU";"Court";0;0;0;0,05;0,185;"Terrestre"
2011;"JUV";"AEGCAU";"Court";0;0;0,0434782608695652;0,115217391304348;0,191521739130435;"Terrestre"
2012;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2013;"JUV";"AEGCAU";"Court";0;0;0;0;0,075;"Terrestre"
2014;"JUV";"AEGCAU";"Court";0;0;0;0;0,080952380952381;"Terrestre"
2015;"JUV";"AEGCAU";"Court";0;0;0,05;0,0912698412698413;0,111111111111111;"Terrestre"
2016;"JUV";"AEGCAU";"Court";0;0;0;0,125;0,370833333333333;"Terrestre"
2017;"JUV";"AEGCAU";"Court";0;0;0;0;0,0546875;"Terrestre"
2018;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2019;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
2020;"JUV";"AEGCAU";"Court";0;0;0;0,0416666666666667;0,154166666666667;"Terrestre"
2021;"JUV";"AEGCAU";"Court";0;0;0;0;0;"Terrestre"
1989;"AD";"ERIRUB";"Court";0,00294117647058822;0,0294117647058824;0,0588235294117647;0,0882352941176471;0,114705882352941;"Terrestre"
1990;"AD";"ERIRUB";"Court";0;0;0;0,0909090909090909;0,837500000000001;"Terrestre"
1991;"AD";"ERIRUB";"Court";0;0,075;0,126984126984127;0,330769230769231;0,4825;"Terrestre"
1992;"AD";"ERIRUB";"Court";0;0;0,0416666666666667;0,175;0,24125;"Terrestre"
1993;"AD";"ERIRUB";"Court";0;0;0,133928571428571;0,175;0,344375;"Terrestre"
1994;"AD";"ERIRUB";"Court";0,0104166666666667;0,107954545454545;0,203812316715543;0,253820033955857;0,324561403508772;"Terrestre"
1995;"AD";"ERIRUB";"Court";0;0;0,0833333333333333;0,191919191919192;0,229273504273504;"Terrestre"
1996;"AD";"ERIRUB";"Court";0;0;0,0555555555555556;0,152777777777778;0,283333333333333;"Terrestre"
1997;"AD";"ERIRUB";"Court";0;0;0;0,0714285714285714;0,307142857142857;"Terrestre"
1998;"AD";"ERIRUB";"Court";0;0;0;0;0,145833333333333;"Terrestre"
1999;"AD";"ERIRUB";"Court";0,00441176470588235;0,0441176470588235;0,129411764705882;0,233333333333333;0,323333333333333;"Terrestre"
2000;"AD";"ERIRUB";"Court";0;0;0;0,0871212121212121;0,168181818181818;"Terrestre"
2001;"AD";"ERIRUB";"Court";0;0;0,0666666666666667;0,260504201680672;0,383333333333333;"Terrestre"
2002;"AD";"ERIRUB";"Court";0;0;0,166666666666667;0,248717948717949;0,395238095238095;"Terrestre"
2003;"AD";"ERIRUB";"Court";0;0;0,118055555555556;0,195454545454545;0,249090909090909;"Terrestre"
2004;"AD";"ERIRUB";"Court";0;0;0;0,046875;0,22875;"Terrestre"
2005;"AD";"ERIRUB";"Court";0;0;0;0;0,210795454545455;"Terrestre"
2006;"AD";"ERIRUB";"Court";0;0;0;0,0714285714285714;0,4;"Terrestre"
2007;"AD";"ERIRUB";"Court";0;0;0;0,215384615384615;0,463888888888889;"Terrestre"
2008;"AD";"ERIRUB";"Court";0;0;0;0,138392857142857;0,26375;"Terrestre"
2009;"AD";"ERIRUB";"Court";0;0;0;0;0,311038961038961;"Terrestre"
2010;"AD";"ERIRUB";"Court";0;0;0;0,145604395604396;0,370192307692308;"Terrestre"
2011;"AD";"ERIRUB";"Court";0;0;0;0,0192307692307692;0,277083333333333;"Terrestre"
2012;"AD";"ERIRUB";"Court";0;0;0;0,154761904761905;0,385714285714285;"Terrestre"
2013;"AD";"ERIRUB";"Court";0;0;0;0,181818181818182;0,525;"Terrestre"
2014;"AD";"ERIRUB";"Court";0;0;0;0,2;0,406666666666666;"Terrestre"
2015;"AD";"ERIRUB";"Court";0;0;0;0,211111111111111;0,497727272727273;"Terrestre"
2016;"AD";"ERIRUB";"Court";0;0;0;0,142857142857143;0,332142857142857;"Terrestre"
2017;"AD";"ERIRUB";"Court";0;0;0;0,142857142857143;0,4875;"Terrestre"
2018;"AD";"ERIRUB";"Court";0;0;0;0,208333333333333;0,5;"Terrestre"
2019;"AD";"ERIRUB";"Court";0;0;0;0,166666666666667;0,296428571428571;"Terrestre"
2020;"AD";"ERIRUB";"Court";0;0;0;0,0931818181818182;0,310714285714286;"Terrestre"
2021;"AD";"ERIRUB";"Court";0;0;0;0,154166666666667;0,392857142857143;"Terrestre"
1989;"JUV";"ERIRUB";"Court";0;0;0;0;0;"Terrestre"
1990;"JUV";"ERIRUB";"Court";0;0,0182926829268293;0,0449685534591195;0,0635416666666667;0,424166666666667;"Terrestre"
1991;"JUV";"ERIRUB";"Court";0;0;0;0;0,0757575757575758;"Terrestre"
1992;"JUV";"ERIRUB";"Court";0;0;0,0161290322580645;0,0635416666666667;0,117435897435897;"Terrestre"
1993;"JUV";"ERIRUB";"Court";0;0;0;0,0147058823529412;0,104579831932773;"Terrestre"
1994;"JUV";"ERIRUB";"Court";0;0;0,0277777777777778;0,0638888888888889;0,0903645833333333;"Terrestre"
1995;"JUV";"ERIRUB";"Court";0;0;0;0,0555555555555556;0,11474358974359;"Terrestre"
1996;"JUV";"ERIRUB";"Court";0;0;0;0,0625;0,302083333333333;"Terrestre"
1997;"JUV";"ERIRUB";"Court";0;0;0;0;0,0473684210526316;"Terrestre"
1998;"JUV";"ERIRUB";"Court";0;0;0;0,0882352941176471;0,139705882352941;"Terrestre"
1999;"JUV";"ERIRUB";"Court";0;0;0,0106382978723404;0,0576241134751773;0,155762411347518;"Terrestre"
2000;"JUV";"ERIRUB";"Court";0;0;0;0,0666666666666667;0,0709523809523809;"Terrestre"
2001;"JUV";"ERIRUB";"Court";0;0;0;0;0,0610416666666667;"Terrestre"
2002;"JUV";"ERIRUB";"Court";0;0;0;0;0,117647058823529;"Terrestre"
2003;"JUV";"ERIRUB";"Court";0;0;0;0;0,162673611111111;"Terrestre"
2004;"JUV";"ERIRUB";"Court";0;0;0;0;0,122222222222222;"Terrestre"
2005;"JUV";"ERIRUB";"Court";0;0;0;0;0,125;"Terrestre"
2006;"JUV";"ERIRUB";"Court";0;0;0;0,0453296703296703;0,174107142857143;"Terrestre"
2007;"JUV";"ERIRUB";"Court";0;0;0;0;0,15125;"Terrestre"
2008;"JUV";"ERIRUB";"Court";0;0;0;0;0,180555555555556;"Terrestre"
2009;"JUV";"ERIRUB";"Court";0;0;0;0;0,17590909090909;"Terrestre"
2010;"JUV";"ERIRUB";"Court";0;0;0;0,00892857142857143;0,1775;"Terrestre"
2011;"JUV";"ERIRUB";"Court";0;0;0;0;0,0677777777777777;"Terrestre"
2012;"JUV";"ERIRUB";"Court";0;0;0;0;0,33125;"Terrestre"
2013;"JUV";"ERIRUB";"Court";0;0;0;0;0,171875;"Terrestre"
2014;"JUV";"ERIRUB";"Court";0;0;0;0;0,111904761904762;"Terrestre"
2015;"JUV";"ERIRUB";"Court";0;0;0;0;0,221111111111111;"Terrestre"
2016;"JUV";"ERIRUB";"Court";0;0;0;0;0,099423076923077;"Terrestre"
2017;"JUV";"ERIRUB";"Court";0;0;0;0;0,166666666666667;"Terrestre"
2018;"JUV";"ERIRUB";"Court";0;0;0;0;0,16491935483871;"Terrestre"
2019;"JUV";"ERIRUB";"Court";0;0;0;0,0522058823529412;0,148848684210526;"Terrestre"
2020;"JUV";"ERIRUB";"Court";0;0;0;0;0,144871794871795;"Terrestre"
2021;"JUV";"ERIRUB";"Court";0;0;0;0;0,125714285714286;"Terrestre"
1989;"AD";"PARCAE";"Court";0,5;0,5;0,5;0,5;0,5;"Terrestre"
1990;"AD";"PARCAE";"Court";0;0;0;0,333333333333333;0,633333333333333;"Terrestre"
1991;"AD";"PARCAE";"Court";0;0;0,1;0,2125;0,24625;"Terrestre"
1992;"AD";"PARCAE";"Court";0;0;0;0;0,3;"Terrestre"
1993;"AD";"PARCAE";"Court";0;0;0;0,125;0,2375;"Terrestre"
1994;"AD";"PARCAE";"Court";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325;"Terrestre"
1995;"AD";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
1996;"AD";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
1997;"AD";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
1998;"AD";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
1999;"AD";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
2000;"AD";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
2001;"AD";"PARCAE";"Court";0;0;0;0,166666666666667;0,316666666666667;"Terrestre"
2002;"AD";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
2003;"AD";"PARCAE";"Court";0;0;0,0714285714285714;0,207142857142857;0,380714285714286;"Terrestre"
2004;"AD";"PARCAE";"Court";0;0;0;0,182539682539683;0,245833333333333;"Terrestre"
2005;"AD";"PARCAE";"Court";0;0;0;0;0,165;"Terrestre"
2006;"AD";"PARCAE";"Court";0;0;0;0;0,21875;"Terrestre"
2007;"AD";"PARCAE";"Court";0;0;0;0;0,155;"Terrestre"
2008;"AD";"PARCAE";"Court";0;0;0;0;0,433333333333334;"Terrestre"
2009;"AD";"PARCAE";"Court";0;0;0;0;0,266666666666667;"Terrestre"
2010;"AD";"PARCAE";"Court";0;0;0;0,075;0,4325;"Terrestre"
2011;"AD";"PARCAE";"Court";0;0;0;0;0,125;"Terrestre"
2012;"AD";"PARCAE";"Court";0;0;0;0;0,0666666666666667;"Terrestre"
2013;"AD";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
2014;"AD";"PARCAE";"Court";0;0;0;0;0,253571428571429;"Terrestre"
2015;"AD";"PARCAE";"Court";0;0;0;0,1875;0,385;"Terrestre"
2016;"AD";"PARCAE";"Court";0;0;0;0;0,103125;"Terrestre"
2017;"AD";"PARCAE";"Court";0;0;0;0;0,188571428571429;"Terrestre"
2018;"AD";"PARCAE";"Court";0;0;0;0;0,4;"Terrestre"
2019;"AD";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
2020;"AD";"PARCAE";"Court";0;0;0;0,107142857142857;0,236607142857143;"Terrestre"
2021;"AD";"PARCAE";"Court";0;0;0;0;0,114285714285714;"Terrestre"
1989;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
1990;"JUV";"PARCAE";"Court";0;0;0;0,111111111111111;0,211111111111111;"Terrestre"
1991;"JUV";"PARCAE";"Court";0;0;0;0,00892857142857143;0,0330357142857143;"Terrestre"
1992;"JUV";"PARCAE";"Court";0;0;0,0185185185185185;0,0833333333333333;0,208333333333333;"Terrestre"
1993;"JUV";"PARCAE";"Court";0;0;0;0,0104166666666667;0,0385416666666667;"Terrestre"
1994;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
1995;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
1996;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
1997;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
1998;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
1999;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
2000;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
2001;"JUV";"PARCAE";"Court";0;0;0;0,166666666666667;0,316666666666667;"Terrestre"
2002;"JUV";"PARCAE";"Court";0;0;0;0;0,0972222222222222;"Terrestre"
2003;"JUV";"PARCAE";"Court";0;0;0,0769230769230769;0,0810810810810811;0,166931637519873;"Terrestre"
2004;"JUV";"PARCAE";"Court";0;0;0;0;0,261538461538461;"Terrestre"
2005;"JUV";"PARCAE";"Court";0;0;0;0;0,0471428571428572;"Terrestre"
2006;"JUV";"PARCAE";"Court";0;0;0;0;0,0425;"Terrestre"
2007;"JUV";"PARCAE";"Court";0;0;0;0,05;0,125396825396825;"Terrestre"
2008;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
2009;"JUV";"PARCAE";"Court";0;0;0;0,025;0,28125;"Terrestre"
2010;"JUV";"PARCAE";"Court";0;0;0;0;0,0704545454545455;"Terrestre"
2011;"JUV";"PARCAE";"Court";0;0;0;0;0,0576923076923077;"Terrestre"
2012;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
2013;"JUV";"PARCAE";"Court";0;0;0;0;0;"Terrestre"
2014;"JUV";"PARCAE";"Court";0;0;0;0,0113636363636364;0,0988888888888889;"Terrestre"
2015;"JUV";"PARCAE";"Court";0;0;0;0,0576923076923077;0,129464285714286;"Terrestre"
2016;"JUV";"PARCAE";"Court";0;0;0;0,126358695652174;0,187826086956522;"Terrestre"
2017;"JUV";"PARCAE";"Court";0;0;0;0;0,0660439560439561;"Terrestre"
2018;"JUV";"PARCAE";"Court";0;0;0;0;0,0727272727272728;"Terrestre"
2019;"JUV";"PARCAE";"Court";0;0;0;0;0,126315789473684;"Terrestre"
2020;"JUV";"PARCAE";"Court";0;0;0;0;0,0894736842105263;"Terrestre"
2021;"JUV";"PARCAE";"Court";0;0;0;0;0,0916666666666667;"Terrestre"
1989;"AD";"PARMAJ";"Court";0,00555555555555554;0,0555555555555556;0,111111111111111;0,166666666666667;0,216666666666667;"Terrestre"
1990;"AD";"PARMAJ";"Court";0;0;0;0,1;0,316666666666667;"Terrestre"
1991;"AD";"PARMAJ";"Court";0;0;0;0;0,3875;"Terrestre"
1992;"AD";"PARMAJ";"Court";0;0;0;0;0,629166666666667;"Terrestre"
1993;"AD";"PARMAJ";"Court";0;0;0;0,0769230769230769;0,158333333333333;"Terrestre"
1994;"AD";"PARMAJ";"Court";0;0;0;0,233333333333333;0,333333333333333;"Terrestre"
1995;"AD";"PARMAJ";"Court";0;0;0;0;0,333333333333333;"Terrestre"
1996;"AD";"PARMAJ";"Court";0;0;0;0;0,1375;"Terrestre"
1997;"AD";"PARMAJ";"Court";0;0;0;0;0;"Terrestre"
1998;"AD";"PARMAJ";"Court";0;0;0;0,03125;0,296875;"Terrestre"
1999;"AD";"PARMAJ";"Court";0;0;0;0;0,242857142857143;"Terrestre"
2000;"AD";"PARMAJ";"Court";0;0;0;0;0,766666666666667;"Terrestre"
2001;"AD";"PARMAJ";"Court";0;0;0;0;0,408333333333333;"Terrestre"
2002;"AD";"PARMAJ";"Court";0;0;0;0,236111111111111;0,825;"Terrestre"
2003;"AD";"PARMAJ";"Court";0;0;0;0,142857142857143;0,45;"Terrestre"
2004;"AD";"PARMAJ";"Court";0;0;0;0,142857142857143;0,420833333333333;"Terrestre"
2005;"AD";"PARMAJ";"Court";0;0;0;0,1;0,57142857142857;"Terrestre"
2006;"AD";"PARMAJ";"Court";0;0;0;0;0,264999999999999;"Terrestre"
2007;"AD";"PARMAJ";"Court";0;0;0;0,1125;0,375;"Terrestre"
2008;"AD";"PARMAJ";"Court";0;0;0;0,108333333333333;0,340714285714285;"Terrestre"
2009;"AD";"PARMAJ";"Court";0;0;0;0,142857142857143;0,516666666666667;"Terrestre"
2010;"AD";"PARMAJ";"Court";0;0;0;0,0666666666666667;0,466666666666669;"Terrestre"
2011;"AD";"PARMAJ";"Court";0;0;0;0,1;0,333333333333333;"Terrestre"
2012;"AD";"PARMAJ";"Court";0;0;0;0;0,304166666666666;"Terrestre"
2013;"AD";"PARMAJ";"Court";0;0;0;0,0714285714285714;0,3625;"Terrestre"
2014;"AD";"PARMAJ";"Court";0;0;0;0;0,161428571428571;"Terrestre"
2015;"AD";"PARMAJ";"Court";0;0;0;0;0,5;"Terrestre"
2016;"AD";"PARMAJ";"Court";0;0;0;0;0,4275;"Terrestre"
2017;"AD";"PARMAJ";"Court";0;0;0;0,166666666666667;0,4375;"Terrestre"
2018;"AD";"PARMAJ";"Court";0;0;0;0,142857142857143;0,273333333333333;"Terrestre"
2019;"AD";"PARMAJ";"Court";0;0;0;0;0,341666666666666;"Terrestre"
2020;"AD";"PARMAJ";"Court";0;0;0;0,0714285714285714;0,349999999999999;"Terrestre"
2021;"AD";"PARMAJ";"Court";0;0;0;0;0,253571428571428;"Terrestre"
1989;"JUV";"PARMAJ";"Court";0;0;0;0;0;"Terrestre"
1990;"JUV";"PARMAJ";"Court";0;0;0;0,0222222222222222;0,0914542728635682;"Terrestre"
1991;"JUV";"PARMAJ";"Court";0;0;0;0;0,0775;"Terrestre"
1992;"JUV";"PARMAJ";"Court";0;0;0;0,03125;0,0685924369747899;"Terrestre"
1993;"JUV";"PARMAJ";"Court";0;0;0;0;0,0681216931216931;"Terrestre"
1994;"JUV";"PARMAJ";"Court";0;0;0;0,027027027027027;0,433108108108108;"Terrestre"
1995;"JUV";"PARMAJ";"Court";0;0;0;0;0,103125;"Terrestre"
1996;"JUV";"PARMAJ";"Court";0;0;0;0;0,0485294117647059;"Terrestre"
1997;"JUV";"PARMAJ";"Court";0;0;0;0,0576923076923077;0,0888111888111888;"Terrestre"
1998;"JUV";"PARMAJ";"Court";0;0;0;0;0,0614906832298137;"Terrestre"
1999;"JUV";"PARMAJ";"Court";0;0;0,0454545454545455;0,0643939393939394;0,101973684210526;"Terrestre"
2000;"JUV";"PARMAJ";"Court";0;0;0;0;0,0696428571428571;"Terrestre"
2001;"JUV";"PARMAJ";"Court";0;0;0;0,063894523326572;0,255952380952381;"Terrestre"
2002;"JUV";"PARMAJ";"Court";0;0;0;0,0227272727272727;0,71875;"Terrestre"
2003;"JUV";"PARMAJ";"Court";0;0;0;0,01;0,100694444444444;"Terrestre"
2004;"JUV";"PARMAJ";"Court";0;0;0;0;0,105555555555556;"Terrestre"
2005;"JUV";"PARMAJ";"Court";0;0;0;0;0,0602941176470588;"Terrestre"
2006;"JUV";"PARMAJ";"Court";0;0;0;0;0,130316091954023;"Terrestre"
2007;"JUV";"PARMAJ";"Court";0;0;0;0,0494117647058823;0,189935064935065;"Terrestre"
2008;"JUV";"PARMAJ";"Court";0;0;0;0;0,09375;"Terrestre"
2009;"JUV";"PARMAJ";"Court";0;0;0;0,0178571428571429;0,232692307692308;"Terrestre"
2010;"JUV";"PARMAJ";"Court";0;0;0;0;0,0952380952380954;"Terrestre"
2011;"JUV";"PARMAJ";"Court";0;0;0;0,0789473684210526;0,186013986013986;"Terrestre"
2012;"JUV";"PARMAJ";"Court";0;0;0;0;0,0578007518796992;"Terrestre"
2013;"JUV";"PARMAJ";"Court";0;0;0;0;0,264880952380952;"Terrestre"
2014;"JUV";"PARMAJ";"Court";0;0;0;0,0435606060606061;0,148809523809524;"Terrestre"
2015;"JUV";"PARMAJ";"Court";0;0;0;0;0,129910714285714;"Terrestre"
2016;"JUV";"PARMAJ";"Court";0;0;0;0;0,19047619047619;"Terrestre"
2017;"JUV";"PARMAJ";"Court";0;0;0;0,0833333333333333;0,203333333333334;"Terrestre"
2018;"JUV";"PARMAJ";"Court";0;0;0;0;0,213333333333334;"Terrestre"
2019;"JUV";"PARMAJ";"Court";0;0;0;0;0,179166666666666;"Terrestre"
2020;"JUV";"PARMAJ";"Court";0;0;0;0,0526315789473684;0,1675;"Terrestre"
2021;"JUV";"PARMAJ";"Court";0;0;0;0;0,126875;"Terrestre"
1989;"AD";"PHYCOL";"Court";0,00277777777777777;0,0277777777777778;0,0555555555555556;0,0833333333333333;0,108333333333333;"Terrestre"
1990;"AD";"PHYCOL";"Court";0;0;0,0852300242130751;0,106643356643357;0,181610576923077;"Terrestre"
1991;"AD";"PHYCOL";"Court";0;0;0;0,0566239316239316;0,202777777777778;"Terrestre"
1992;"AD";"PHYCOL";"Court";0;0;0;0,0454545454545455;0,26155303030303;"Terrestre"
1993;"AD";"PHYCOL";"Court";0;0;0;0,203448275862069;0,243534482758621;"Terrestre"
1994;"AD";"PHYCOL";"Court";0;0;0,148148148148148;0,153846153846154;0,272527472527473;"Terrestre"
1995;"AD";"PHYCOL";"Court";0;0;0;0,0625;0,140046296296296;"Terrestre"
1996;"AD";"PHYCOL";"Court";0;0;0,0952380952380952;0,1;0,31;"Terrestre"
1997;"AD";"PHYCOL";"Court";0;0;0,0227272727272727;0,0454545454545455;0,0603693181818182;"Terrestre"
1998;"AD";"PHYCOL";"Court";0;0;0;0;0,05625;"Terrestre"
1999;"AD";"PHYCOL";"Court";0,00769230769230766;0,0769230769230769;0,153846153846154;0,230769230769231;0,3;"Terrestre"
2000;"AD";"PHYCOL";"Court";0;0;0;0,0833333333333333;0,177951388888889;"Terrestre"
2001;"AD";"PHYCOL";"Court";0;0;0,05;0,110714285714286;0,19;"Terrestre"
2002;"AD";"PHYCOL";"Court";0;0;0,0625;0,13695652173913;0,24698275862069;"Terrestre"
2003;"AD";"PHYCOL";"Court";0;0;0;0,0769230769230769;0,26031746031746;"Terrestre"
2004;"AD";"PHYCOL";"Court";0;0;0;0,0413461538461539;0,184801136363636;"Terrestre"
2005;"AD";"PHYCOL";"Court";0;0;0;0;0,096875;"Terrestre"
2006;"AD";"PHYCOL";"Court";0;0;0;0,107142857142857;0,395833333333333;"Terrestre"
2007;"AD";"PHYCOL";"Court";0;0;0;0,111111111111111;0,4;"Terrestre"
2008;"AD";"PHYCOL";"Court";0;0;0;0,0875;0,146428571428571;"Terrestre"
2009;"AD";"PHYCOL";"Court";0;0;0;0,0954545454545455;0,425;"Terrestre"
2010;"AD";"PHYCOL";"Court";0;0;0;0,1;0,194444444444444;"Terrestre"
2011;"AD";"PHYCOL";"Court";0;0;0;0,114583333333333;0,184722222222222;"Terrestre"
2012;"AD";"PHYCOL";"Court";0;0;0;0,142857142857143;0,549999999999999;"Terrestre"
2013;"AD";"PHYCOL";"Court";0;0;0;0,142857142857143;0,288461538461538;"Terrestre"
2014;"AD";"PHYCOL";"Court";0;0;0;0,0931818181818182;0,241666666666666;"Terrestre"
