"YEAR";"AGE_first";"SP";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"BIOGEOREF"
2007;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2008;"JUV";"ACRSCI";"Long";0;0;0;0,0833333333333333;0,158333333333333;"Atlantique"
2009;"JUV";"ACRSCI";"Long";0;0;0;0;0,141666666666667;"Atlantique"
2010;"JUV";"ACRSCI";"Long";0;0;0;0;0,0473684210526316;"Atlantique"
2011;"JUV";"ACRSCI";"Long";0;0;0;0,0555555555555556;0,134126984126984;"Atlantique"
2012;"JUV";"ACRSCI";"Long";0;0;0;0;0,0416666666666667;"Atlantique"
2013;"JUV";"ACRSCI";"Long";0;0;0;0,0833333333333333;0,451388888888889;"Atlantique"
2014;"JUV";"ACRSCI";"Long";0;0;0;0;0,425;"Atlantique"
2015;"JUV";"ACRSCI";"Long";0;0;0;0;0,0800000000000001;"Atlantique"
2016;"JUV";"ACRSCI";"Long";0;0;0;0;0,0425;"Atlantique"
2017;"JUV";"ACRSCI";"Long";0;0;0;0,075;0,8875;"Atlantique"
2018;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2019;"JUV";"ACRSCI";"Long";0;0;0;0,107142857142857;0,163690476190476;"Atlantique"
2020;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Atlantique"
2021;"JUV";"ACRSCI";"Long";0;0;0;0;0,425;"Atlantique"
1991;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1992;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1993;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1994;"AD";"HIPPOL";"Long";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;"Atlantique"
1995;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1997;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1998;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1999;"AD";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2000;"AD";"HIPPOL";"Long";0,230769230769231;0,230769230769231;0,230769230769231;0,230769230769231;0,230769230769231;"Atlantique"
2001;"AD";"HIPPOL";"Long";0,0034090909090909;0,0340909090909091;0,0681818181818182;0,102272727272727;0,132954545454545;"Atlantique"
2002;"AD";"HIPPOL";"Long";0;0;0;0,0833333333333333;0,308333333333333;"Atlantique"
2003;"AD";"HIPPOL";"Long";0;0;0;0;0,0972222222222222;"Atlantique"
2004;"AD";"HIPPOL";"Long";0;0;0;0,0940438871473354;0,327478448275862;"Atlantique"
2005;"AD";"HIPPOL";"Long";0,0142857142857143;0,0833333333333333;0,111111111111111;0,142857142857143;0,408080808080808;"Atlantique"
2006;"AD";"HIPPOL";"Long";0;0;0;0;0,0600000000000001;"Atlantique"
2007;"AD";"HIPPOL";"Long";0;0;0;0,0517857142857143;0,111785714285714;"Atlantique"
2008;"AD";"HIPPOL";"Long";0;0;0,0227272727272727;0,105113636363636;0,184979838709677;"Atlantique"
2009;"AD";"HIPPOL";"Long";0;0;0,125;0,176470588235294;0,325714285714286;"Atlantique"
2010;"AD";"HIPPOL";"Long";0;0,0714285714285714;0,166666666666667;0,1875;0,312820512820513;"Atlantique"
2011;"AD";"HIPPOL";"Long";0;0;0,0357142857142857;0,0817307692307692;0,189806547619048;"Atlantique"
2012;"AD";"HIPPOL";"Long";0;0;0,0263157894736842;0,115942028985507;0,225891861761427;"Atlantique"
2013;"AD";"HIPPOL";"Long";0;0;0,0907103825136612;0,226190476190476;0,292753623188406;"Atlantique"
2014;"AD";"HIPPOL";"Long";0,0105263157894737;0,0625;0,105263157894737;0,125;0,219397993311037;"Atlantique"
2015;"AD";"HIPPOL";"Long";0;0;0,0238095238095238;0,12987012987013;0,15189205955335;"Atlantique"
2016;"AD";"HIPPOL";"Long";0;0;0;0,111111111111111;0,30062893081761;"Atlantique"
2017;"AD";"HIPPOL";"Long";0;0;0;0,0668498168498168;0,101785714285714;"Atlantique"
2018;"AD";"HIPPOL";"Long";0;0;0,109649122807018;0,195833333333333;0,279464285714286;"Atlantique"
2019;"AD";"HIPPOL";"Long";0;0;0,0357142857142857;0,116515837104072;0,350551470588235;"Atlantique"
2020;"AD";"HIPPOL";"Long";0;0;0;0,0789473684210526;0,130344827586207;"Atlantique"
2021;"AD";"HIPPOL";"Long";0;0;0;0,15;0,24375;"Atlantique"
1992;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1994;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1995;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2000;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2001;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2002;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2003;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2004;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2005;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2006;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2007;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2008;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2009;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2010;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2011;"JUV";"HIPPOL";"Long";0;0;0;0;0,0951923076923077;"Atlantique"
2012;"JUV";"HIPPOL";"Long";0;0;0;0;0,0625;"Atlantique"
2013;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2014;"JUV";"HIPPOL";"Long";0;0;0;0;0,0916666666666667;"Atlantique"
2015;"JUV";"HIPPOL";"Long";0;0;0;0,0967741935483871;0,866666666666667;"Atlantique"
2016;"JUV";"HIPPOL";"Long";0;0;0;0,0227272727272727;0,0840909090909091;"Atlantique"
2017;"JUV";"HIPPOL";"Long";0;0;0;0,0185185185185185;0,0685185185185185;"Atlantique"
2018;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2019;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2020;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
2021;"JUV";"HIPPOL";"Long";0;0;0;0;0;"Atlantique"
1990;"AD";"LUSMEG";"Long";0,0669230769230769;0,0692307692307692;0,0717948717948718;0,0743589743589744;0,0766666666666667;"Atlantique"
1991;"AD";"LUSMEG";"Long";0,005;0,05;0,1;0,138235294117647;0,172647058823529;"Atlantique"
1992;"AD";"LUSMEG";"Long";0,00714285714285715;0,0714285714285714;0,142857142857143;0,196428571428571;0,244642857142857;"Atlantique"
1993;"AD";"LUSMEG";"Long";0,00357142857142856;0,0357142857142857;0,0714285714285714;0,107142857142857;0,139285714285714;"Atlantique"
1994;"AD";"LUSMEG";"Long";0,263157894736842;0,263157894736842;0,263157894736842;0,263157894736842;0,263157894736842;"Atlantique"
1995;"AD";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
1997;"AD";"LUSMEG";"Long";0,125;0,125;0,125;0,125;0,125;"Atlantique"
1998;"AD";"LUSMEG";"Long";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;"Atlantique"
1999;"AD";"LUSMEG";"Long";0,364267676767677;0,369949494949495;0,376262626262626;0,382575757575758;0,388257575757576;"Atlantique"
2000;"AD";"LUSMEG";"Long";0,128125;0,15625;0,1875;0,21875;0,246875;"Atlantique"
2001;"AD";"LUSMEG";"Long";0,0926086956521739;0,143478260869565;0,2;0,327272727272727;0,441818181818182;"Atlantique"
2002;"AD";"LUSMEG";"Long";0,113492063492063;0,134920634920635;0,154761904761905;0,175;0,1975;"Atlantique"
2003;"AD";"LUSMEG";"Long";0,0818681318681319;0,126373626373626;0,171428571428571;0,225;0,2925;"Atlantique"
2004;"AD";"LUSMEG";"Long";0,0140625;0,140625;0,21875;0,28125;0,365625;"Atlantique"
2005;"AD";"LUSMEG";"Long";0,0105263157894737;0,105263157894737;0,136363636363636;0,315789473684211;0,331578947368421;"Atlantique"
2006;"AD";"LUSMEG";"Long";0,00833333333333333;0,0833333333333333;0,118055555555556;0,177083333333333;0,317708333333333;"Atlantique"
2007;"AD";"LUSMEG";"Long";0,0125;0,125;0,186274509803922;0,213235294117647;0,233088235294118;"Atlantique"
2008;"AD";"LUSMEG";"Long";0,00714285714285714;0,0714285714285714;0,103174603174603;0,18859649122807;0,39780701754386;"Atlantique"
2009;"AD";"LUSMEG";"Long";0,0567460317460317;0,0674603174603175;0,0727513227513227;0,138888888888889;0,313888888888889;"Atlantique"
2010;"AD";"LUSMEG";"Long";0,0502173913043478;0,110869565217391;0,157575757575758;0,186363636363636;0,198636363636364;"Atlantique"
2011;"AD";"LUSMEG";"Long";0,0142857142857143;0,142857142857143;0,231601731601732;0,298295454545455;0,367329545454545;"Atlantique"
2012;"AD";"LUSMEG";"Long";0,00625000000000001;0,0625;0,125;0,169642857142857;0,209821428571429;"Atlantique"
2013;"AD";"LUSMEG";"Long";0,106111111111111;0,161111111111111;0,222222222222222;0,277777777777778;0,327777777777778;"Atlantique"
2014;"AD";"LUSMEG";"Long";0,0138888888888889;0,138888888888889;0,277777777777778;0,361111111111111;0,436111111111111;"Atlantique"
2015;"AD";"LUSMEG";"Long";0,0590277777777778;0,0902777777777778;0,125;0,2625;0,38625;"Atlantique"
2016;"AD";"LUSMEG";"Long";0,0659502262443439;0,130090497737557;0,243589743589744;0,5;0,95;"Atlantique"
2017;"AD";"LUSMEG";"Long";0,0865384615384615;0,115384615384615;0,142857142857143;0,2;0,277142857142857;"Atlantique"
2018;"AD";"LUSMEG";"Long";0;0,0277777777777778;0,155555555555556;0,2375;0,25;"Atlantique"
2019;"AD";"LUSMEG";"Long";0;0;0,125;0,276785714285714;0,327380952380952;"Atlantique"
2020;"AD";"LUSMEG";"Long";0;0,0681818181818182;0,204545454545455;0,308333333333333;0,358333333333333;"Atlantique"
2021;"AD";"LUSMEG";"Long";0,0175;0,157352941176471;0,2;0,23015873015873;0,296111111111111;"Atlantique"
1990;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
1991;"JUV";"LUSMEG";"Long";0;0;0;0,1;0,19;"Atlantique"
1992;"JUV";"LUSMEG";"Long";0;0;0;0,125;0,2375;"Atlantique"
1993;"JUV";"LUSMEG";"Long";0,00277777777777777;0,0277777777777778;0,0555555555555556;0,0833333333333333;0,108333333333333;"Atlantique"
1994;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
1995;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
1997;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
1998;"JUV";"LUSMEG";"Long";0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111;"Atlantique"
1999;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
2000;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
2001;"JUV";"LUSMEG";"Long";0;0;0;0,05;0,095;"Atlantique"
2002;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
2003;"JUV";"LUSMEG";"Long";0,00576923076923077;0,0576923076923077;0,0801282051282051;0,125;0,2375;"Atlantique"
2004;"JUV";"LUSMEG";"Long";0;0;0;0,0138888888888889;0,0513888888888889;"Atlantique"
2005;"JUV";"LUSMEG";"Long";0;0;0,0769230769230769;0,0952380952380952;0,10952380952381;"Atlantique"
2006;"JUV";"LUSMEG";"Long";0;0;0,0208333333333333;0,0729166666666667;0,157291666666667;"Atlantique"
2007;"JUV";"LUSMEG";"Long";0,00625;0,0625;0,0871212121212121;0,151515151515151;0,315151515151515;"Atlantique"
2008;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
2009;"JUV";"LUSMEG";"Long";0;0;0;0,0416666666666667;0,154166666666667;"Atlantique"
2010;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
2011;"JUV";"LUSMEG";"Long";0;0;0;0,0333333333333333;0,123333333333333;"Atlantique"
2012;"JUV";"LUSMEG";"Long";0,00416666666666667;0,0416666666666667;0,0833333333333333;0,291666666666667;0,479166666666667;"Atlantique"
2013;"JUV";"LUSMEG";"Long";0;0;0;0,166666666666667;0,316666666666667;"Atlantique"
2014;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
2015;"JUV";"LUSMEG";"Long";0,00555555555555556;0,0555555555555556;0,111111111111111;0,155555555555556;0,195555555555556;"Atlantique"
2016;"JUV";"LUSMEG";"Long";0;0;0;0,166666666666667;0,316666666666667;"Atlantique"
2017;"JUV";"LUSMEG";"Long";0;0;0;0,0769230769230769;0,120192307692308;"Atlantique"
2018;"JUV";"LUSMEG";"Long";0;0;0;0,0357142857142857;0,0642857142857143;"Atlantique"
2019;"JUV";"LUSMEG";"Long";0;0;0,0714285714285714;0,223214285714286;0,46875;"Atlantique"
2020;"JUV";"LUSMEG";"Long";0;0;0;0;0,117857142857143;"Atlantique"
2021;"JUV";"LUSMEG";"Long";0;0;0;0;0;"Atlantique"
1990;"AD";"SYLBOR";"Long";0,177321981424149;0,184984520123839;0,193498452012384;0,202012383900929;0,209674922600619;"Atlantique"
1991;"AD";"SYLBOR";"Long";0,0647836538461538;0,0853365384615385;0,108173076923077;0,131009615384615;0,1515625;"Atlantique"
1992;"AD";"SYLBOR";"Long";0,00277777777777777;0,0277777777777778;0,0555555555555556;0,0833333333333333;0,108333333333333;"Atlantique"
1993;"AD";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
1995;"AD";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
1999;"AD";"SYLBOR";"Long";0,625;0,625;0,625;0,625;0,625;"Atlantique"
2000;"AD";"SYLBOR";"Long";0,00434782608695653;0,0434782608695652;0,0869565217391304;0,168478260869565;0,241847826086957;"Atlantique"
2001;"AD";"SYLBOR";"Long";0,25625;0,3125;0,375;0,4375;0,49375;"Atlantique"
2002;"AD";"SYLBOR";"Long";0;0;0,1;0,3;0,341538461538462;"Atlantique"
2003;"AD";"SYLBOR";"Long";0;0;0;0,2;0,277142857142857;"Atlantique"
2004;"AD";"SYLBOR";"Long";0;0;0;0,125;0,2375;"Atlantique"
2005;"AD";"SYLBOR";"Long";0;0;0;0,0833333333333333;0,308333333333333;"Atlantique"
2006;"AD";"SYLBOR";"Long";0,00312499999999999;0,03125;0,0625;0,09375;0,121875;"Atlantique"
2007;"AD";"SYLBOR";"Long";0,0783333333333333;0,091025641025641;0,105128205128205;0,119230769230769;0,131923076923077;"Atlantique"
2008;"AD";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2009;"AD";"SYLBOR";"Long";0,125;0,125;0,125;0,125;0,125;"Atlantique"
2010;"AD";"SYLBOR";"Long";0,00249999999999999;0,025;0,05;0,075;0,0975;"Atlantique"
2011;"AD";"SYLBOR";"Long";0,25;0,25;0,25;0,25;0,25;"Atlantique"
2012;"AD";"SYLBOR";"Long";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;"Atlantique"
2013;"AD";"SYLBOR";"Long";0,0833333333333333;0,0833333333333333;0,0833333333333333;0,0833333333333333;0,0833333333333333;"Atlantique"
2014;"AD";"SYLBOR";"Long";0,00624999999999998;0,0625;0,125;0,1875;0,24375;"Atlantique"
2015;"AD";"SYLBOR";"Long";0;0;0;0,108695652173913;0,206521739130435;"Atlantique"
2016;"AD";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2017;"AD";"SYLBOR";"Long";0;0;0,0666666666666667;0,141666666666667;0,164166666666667;"Atlantique"
2018;"AD";"SYLBOR";"Long";0,0931818181818182;0,113636363636364;0,136363636363636;0,159090909090909;0,179545454545455;"Atlantique"
2019;"AD";"SYLBOR";"Long";0;0;0,136363636363636;0,315656565656566;0,431565656565656;"Atlantique"
2020;"AD";"SYLBOR";"Long";0,00681818181818181;0,0681818181818182;0,128787878787879;0,1875;0,24375;"Atlantique"
2021;"AD";"SYLBOR";"Long";0;0;0;0,111111111111111;0,211111111111111;"Atlantique"
1990;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
1991;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
1992;"JUV";"SYLBOR";"Long";0,00416666666666665;0,0416666666666667;0,0833333333333333;0,125;0,1625;"Atlantique"
1993;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
1999;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2000;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2001;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2002;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2003;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2004;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2005;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2006;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2007;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2009;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2010;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2011;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2012;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2013;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2014;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2015;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2016;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2017;"JUV";"SYLBOR";"Long";0;0;0;0,0625;0,11875;"Atlantique"
2018;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2019;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2020;"JUV";"SYLBOR";"Long";0;0;0;0;0;"Atlantique"
2021;"JUV";"SYLBOR";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325;"Atlantique"
1990;"AD";"SYLCOM";"Long";0;0;0;0;0;"Atlantique"
1991;"AD";"SYLCOM";"Long";0,00399999999999999;0,04;0,08;0,12;0,156;"Atlantique"
1992;"AD";"SYLCOM";"Long";0,00416666666666665;0,0416666666666667;0,0833333333333333;0,125;0,1625;"Atlantique"
1993;"AD";"SYLCOM";"Long";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;"Atlantique"
1994;"AD";"SYLCOM";"Long";0,25;0,25;0,25;0,25;0,25;"Atlantique"
1995;"AD";"SYLCOM";"Long";0;0;0;0;0;"Atlantique"
1997;"AD";"SYLCOM";"Long";0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;"Atlantique"
1998;"AD";"SYLCOM";"Long";0,192307692307692;0,192307692307692;0,192307692307692;0,192307692307692;0,192307692307692;"Atlantique"
1999;"AD";"SYLCOM";"Long";0,225806451612903;0,225806451612903;0,225806451612903;0,225806451612903;0,225806451612903;"Atlantique"
2000;"AD";"SYLCOM";"Long";0,00540540540540539;0,0540540540540541;0,108108108108108;0,162162162162162;0,210810810810811;"Atlantique"
2001;"AD";"SYLCOM";"Long";0,0781135531135531;0,138278388278388;0,205128205128205;0,232998885172798;0,258082497212932;"Atlantique"
2002;"AD";"SYLCOM";"Long";0,0114285714285714;0,114285714285714;0,153846153846154;0,217391304347826;0,221739130434783;"Atlantique"
2003;"AD";"SYLCOM";"Long";0,00714285714285714;0,0714285714285714;0,130952380952381;0,1875;0,24375;"Atlantique"
2004;"AD";"SYLCOM";"Long";0;0;0,0833333333333333;0,176470588235294;0,317647058823529;"Atlantique"
2005;"AD";"SYLCOM";"Long";0,120855614973262;0,149732620320856;0,181818181818182;0,204545454545455;0,225;"Atlantique"
2006;"AD";"SYLCOM";"Long";0,00434782608695653;0,0434782608695652;0,0454545454545455;0,0588235294117647;0,16951871657754;"Atlantique"
2007;"AD";"SYLCOM";"Long";0;0;0,0357142857142857;0,170940170940171;0,342836257309942;"Atlantique"
2008;"AD";"SYLCOM";"Long";0;0;0;0,0883116883116883;0,321428571428571;"Atlantique"
2009;"AD";"SYLCOM";"Long";0;0;0,0588235294117647;0,163461538461538;0,240301724137931;"Atlantique"
2010;"AD";"SYLCOM";"Long";0;0;0,105263157894737;0,166666666666667;0,37304347826087;"Atlantique"
2011;"AD";"SYLCOM";"Long";0,0102941176470588;0,0772058823529412;0,110323886639676;0,132211538461538;0,191923076923077;"Atlantique"
2012;"AD";"SYLCOM";"Long";0;0;0,0833333333333333;0,227272727272727;0,333333333333333;"Atlantique"
2013;"AD";"SYLCOM";"Long";0;0,00925925925925926;0,0976190476190476;0,134920634920635;0,483928571428571;"Atlantique"
2014;"AD";"SYLCOM";"Long";0;0,117647058823529;0,142857142857143;0,230769230769231;0,396078431372549;"Atlantique"
2015;"AD";"SYLCOM";"Long";0;0;0,16;0,25;0,260526315789474;"Atlantique"
2016;"AD";"SYLCOM";"Long";0;0;0,0625;0,133333333333333;0,297435897435898;"Atlantique"
2017;"AD";"SYLCOM";"Long";0;0;0;0,0588235294117647;0,129100529100529;"Atlantique"
2018;"AD";"SYLCOM";"Long";0;0;0,0555555555555556;0,143939393939394;0,382738095238095;"Atlantique"
2019;"AD";"SYLCOM";"Long";0;0;0,0625;0,107142857142857;0,135714285714286;"Atlantique"
2020;"AD";"SYLCOM";"Long";0;0;0,0625;0,231428571428571;0,458333333333333;"Atlantique"
2021;"AD";"SYLCOM";"Long";0;0;0,0294117647058824;0,075;0,237698412698413;"Atlantique"
1990;"JUV";"SYLCOM";"Long";0;0;0;0;0;"Atlantique"
1991;"JUV";"SYLCOM";"Long";0,00277777777777777;0,0277777777777778;0,0555555555555556;0,0833333333333333;0,108333333333333;"Atlantique"
1992;"JUV";"SYLCOM";"Long";0,00312499999999999;0,03125;0,0625;0,09375;0,121875;"Atlantique"
1993;"JUV";"SYLCOM";"Long";0;0;0;0;0;"Atlantique"
1994;"JUV";"SYLCOM";"Long";0,05;0,05;0,05;0,05;0,05;"Atlantique"
1995;"JUV";"SYLCOM";"Long";0;0;0;0;0;"Atlantique"
1997;"JUV";"SYLCOM";"Long";0,1;0,1;0,1;0,1;0,1;"Atlantique"
1998;"JUV";"SYLCOM";"Long";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;"Atlantique"
1999;"JUV";"SYLCOM";"Long";0,0909090909090909;0,0909090909090909;0,0909090909090909;0,0909090909090909;0,0909090909090909;"Atlantique"
2000;"JUV";"SYLCOM";"Long";0,00249999999999999;0,025;0,05;0,075;0,0975;"Atlantique"
2001;"JUV";"SYLCOM";"Long";0;0;0,0238095238095238;0,0669642857142857;0,119196428571429;"Atlantique"
2002;"JUV";"SYLCOM";"Long";0;0;0;0;0,0321428571428572;"Atlantique"
2003;"JUV";"SYLCOM";"Long";0;0;0,0333333333333333;0,0875;0,14375;"Atlantique"
2004;"JUV";"SYLCOM";"Long";0;0;0;0;0,0152542372881356;"Atlantique"
2005;"JUV";"SYLCOM";"Long";0;0;0;0,0238095238095238;0,0452380952380952;"Atlantique"
2006;"JUV";"SYLCOM";"Long";0;0;0;0;0,05;"Atlantique"
2007;"JUV";"SYLCOM";"Long";0;0;0;0;0,0951923076923077;"Atlantique"
2008;"JUV";"SYLCOM";"Long";0;0;0;0,0535714285714286;0,111;"Atlantique"
2009;"JUV";"SYLCOM";"Long";0;0;0;0,0435267857142857;0,0881644518272425;"Atlantique"
2010;"JUV";"SYLCOM";"Long";0;0;0;0,0303030303030303;0,0953846153846154;"Atlantique"
2011;"JUV";"SYLCOM";"Long";0;0;0,0580601092896175;0,102777777777778;0,122569444444444;"Atlantique"
2012;"JUV";"SYLCOM";"Long";0;0;0;0;0,0444444444444445;"Atlantique"
2013;"JUV";"SYLCOM";"Long";0;0;0;0;0,12358803986711;"Atlantique"
2014;"JUV";"SYLCOM";"Long";0;0;0;0;0,0838383838383839;"Atlantique"
2015;"JUV";"SYLCOM";"Long";0;0;0;0;0,0337400530503979;"Atlantique"
2016;"JUV";"SYLCOM";"Long";0;0;0;0,0078125;0,07421875;"Atlantique"
2017;"JUV";"SYLCOM";"Long";0;0;0;0;0,0386363636363636;"Atlantique"
2018;"JUV";"SYLCOM";"Long";0;0;0;0;0,043421052631579;"Atlantique"
2019;"JUV";"SYLCOM";"Long";0;0;0;0;0,0441964285714286;"Atlantique"
2020;"JUV";"SYLCOM";"Long";0;0;0;0;0,19375;"Atlantique"
2021;"JUV";"SYLCOM";"Long";0;0;0;0;0;"Atlantique"
